frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:29:53.368018699 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:53.368317073 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:53.968356635 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968357517 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968357764 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968358020 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968358270 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968358513 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968358766 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:53.968359019 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968471381 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:53.968589511 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968589957 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968590212 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968590457 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968590711 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968590956 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968591736 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.968591994 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.969117699 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
